Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
886104,ChatGPT,145,98,243,API log
886105,ChatGPT,139,78,217,API log
886105,ChatGPT,136,84,220,API log
886105,ChatGPT,146,86,232,API log
886105,ChatGPT,136,89,225,API log
886106,ChatGPT,137,77,214,API log
886106,ChatGPT,143,97,240,API log
886106,ChatGPT,138,78,216,API log
886107,ChatGPT,149,95,244,API log
886107,ChatGPT,152,92,244,API log
886107,ChatGPT,154,120,274,API log
886108,ChatGPT,153,111,264,API log
886108,ChatGPT,157,108,265,API log
886109,ChatGPT,151,96,247,API log
886109,ChatGPT,149,92,241,API log
886110,ChatGPT,145,92,237,API log
886110,ChatGPT,143,97,240,API log
886110,ChatGPT,154,126,280,API log
886111,ChatGPT,152,110,262,API log
886111,ChatGPT,149,119,268,API log
886111,ChatGPT,135,82,217,API log
886112,ChatGPT,135,93,228,API log
886112,ChatGPT,147,104,251,API log
886112,ChatGPT,134,86,220,API log
886113,ChatGPT,140,94,234,API log
886114,ChatGPT,148,103,251,API log
886114,ChatGPT,142,111,253,API log
886115,ChatGPT,138,127,265,API log
886116,ChatGPT,132,97,229,API log
886116,ChatGPT,138,95,233,API log
886116,ChatGPT,133,142,275,API log
886116,ChatGPT,145,100,245,API log
886117,ChatGPT,146,107,253,API log
886118,ChatGPT,150,94,244,API log
886118,ChatGPT,143,89,232,API log
886118,ChatGPT,143,108,251,API log
886119,ChatGPT,152,99,251,API log
886119,ChatGPT,147,85,232,API log
886120,ChatGPT,149,110,259,API log
886120,ChatGPT,148,116,264,API log
886120,ChatGPT,144,81,225,API log
886120,ChatGPT,148,134,282,API log
886121,ChatGPT,143,89,232,API log
886121,ChatGPT,143,77,220,API log
886121,ChatGPT,150,87,237,API log
886121,ChatGPT,151,93,244,API log
886122,ChatGPT,150,99,249,API log
886123,ChatGPT,140,124,264,API log
886123,ChatGPT,132,82,214,API log
886124,ChatGPT,157,110,267,API log
886124,ChatGPT,132,90,222,API log
886125,ChatGPT,142,83,225,API log
886125,ChatGPT,142,88,230,API log
886125,ChatGPT,167,88,255,API log
886125,ChatGPT,171,86,257,API log
886126,ChatGPT,141,97,238,API log
886127,ChatGPT,138,99,237,API log
886127,ChatGPT,136,89,225,API log
886127,ChatGPT,135,84,219,API log
886127,ChatGPT,151,85,236,API log
886128,ChatGPT,138,84,222,API log
886128,ChatGPT,129,232,361,API log
886128,ChatGPT,147,112,259,API log
886128,ChatGPT,129,91,220,API log
886128,ChatGPT,130,106,236,API log
886128,ChatGPT,147,99,246,API log
886129,ChatGPT,135,88,223,API log
886130,ChatGPT,136,119,255,API log
886131,ChatGPT,137,103,240,API log
886131,ChatGPT,145,115,260,API log
886131,ChatGPT,137,75,212,API log
886131,ChatGPT,137,88,225,API log
886132,ChatGPT,134,88,222,API log
886132,ChatGPT,134,96,230,API log
886133,ChatGPT,138,91,229,API log
886133,ChatGPT,138,100,238,API log
886133,ChatGPT,143,101,244,API log
886135,ChatGPT,144,100,244,API log
886135,ChatGPT,146,77,223,API log
886135,ChatGPT,142,88,230,API log
886135,ChatGPT,145,98,243,API log
886135,ChatGPT,143,109,252,API log
886136,ChatGPT,135,111,246,API log
886136,ChatGPT,144,65,209,API log
886137,ChatGPT,131,94,225,API log
886138,ChatGPT,137,98,235,API log
886138,ChatGPT,135,92,227,API log
886138,ChatGPT,134,83,217,API log
886138,ChatGPT,128,89,217,API log
886139,ChatGPT,132,123,255,API log
886139,ChatGPT,154,97,251,API log
886139,ChatGPT,156,96,252,API log
886139,ChatGPT,134,77,211,API log
886139,ChatGPT,136,98,234,API log
886140,ChatGPT,152,116,268,API log
886141,ChatGPT,135,92,227,API log
886142,ChatGPT,146,81,227,API log
886142,ChatGPT,136,88,224,API log
886142,ChatGPT,150,107,257,API log
886142,ChatGPT,148,94,242,API log
886142,ChatGPT,150,107,257,API log
886142,ChatGPT,134,91,225,API log
886144,ChatGPT,146,89,235,API log
886145,ChatGPT,138,80,218,API log
886145,ChatGPT,143,90,233,API log
886145,ChatGPT,148,99,247,API log
886146,ChatGPT,134,89,223,API log
886146,ChatGPT,156,84,240,API log
886147,ChatGPT,155,95,250,API log
886148,ChatGPT,160,97,257,API log
886148,ChatGPT,143,85,228,API log
886148,ChatGPT,144,85,229,API log
886148,ChatGPT,143,94,237,API log
886149,ChatGPT,147,93,240,API log
886149,ChatGPT,150,130,280,API log
886149,ChatGPT,137,96,233,API log
886149,ChatGPT,143,89,232,API log
886149,ChatGPT,142,91,233,API log
886150,ChatGPT,143,106,249,API log
886151,ChatGPT,142,87,229,API log
886151,ChatGPT,146,91,237,API log
886152,ChatGPT,141,106,247,API log
886152,ChatGPT,141,95,236,API log
886152,ChatGPT,143,113,256,API log
886152,ChatGPT,142,78,220,API log
886153,ChatGPT,143,79,222,API log
886153,ChatGPT,141,74,215,API log
886154,ChatGPT,136,108,244,API log
886154,ChatGPT,133,108,241,API log
886154,ChatGPT,135,92,227,API log
886154,ChatGPT,141,75,216,API log
886155,ChatGPT,137,103,240,API log
886155,ChatGPT,139,106,245,API log
886155,ChatGPT,136,100,236,API log
886156,ChatGPT,140,84,224,API log
886157,ChatGPT,144,104,248,API log
886157,ChatGPT,145,118,263,API log
886157,ChatGPT,146,101,247,API log
886157,ChatGPT,146,101,247,API log
886157,ChatGPT,142,89,231,API log
886157,ChatGPT,147,91,238,API log
886157,ChatGPT,140,151,291,API log
886158,ChatGPT,151,96,247,API log
886159,ChatGPT,145,93,238,API log
886159,ChatGPT,142,89,231,API log
886159,ChatGPT,141,81,222,API log
886159,ChatGPT,142,71,213,API log
886160,ChatGPT,145,78,223,API log
886160,ChatGPT,145,74,219,API log
886160,ChatGPT,149,90,239,API log
886161,ChatGPT,147,157,304,API log
886161,ChatGPT,149,81,230,API log
886162,ChatGPT,138,69,207,API log
886162,ChatGPT,142,82,224,API log
886162,ChatGPT,146,103,249,API log
886162,ChatGPT,146,97,243,API log
886163,ChatGPT,137,69,206,API log
886164,ChatGPT,137,87,224,API log
886164,ChatGPT,140,117,257,API log
886164,ChatGPT,139,94,233,API log
886164,ChatGPT,137,86,223,API log
886165,ChatGPT,130,79,209,API log
886165,ChatGPT,129,83,212,API log
886165,ChatGPT,134,96,230,API log
886166,ChatGPT,134,96,230,API log
886169,ChatGPT,135,98,233,API log
886169,ChatGPT,137,98,235,API log
886170,ChatGPT,138,107,245,API log
886170,ChatGPT,137,96,233,API log
886171,ChatGPT,128,91,219,API log
886171,ChatGPT,126,94,220,API log
886171,ChatGPT,126,109,235,API log
886171,ChatGPT,137,87,224,API log
886172,ChatGPT,138,103,241,API log
886172,ChatGPT,136,104,240,API log
886172,ChatGPT,136,84,220,API log
886172,ChatGPT,129,93,222,API log
886173,ChatGPT,137,73,210,API log
886173,ChatGPT,135,88,223,API log
886173,ChatGPT,128,91,219,API log
886175,ChatGPT,137,80,217,API log
886175,ChatGPT,134,74,208,API log
886176,ChatGPT,133,98,231,API log
886176,ChatGPT,131,100,231,API log
886176,ChatGPT,133,101,234,API log
886177,ChatGPT,145,90,235,API log
886177,ChatGPT,145,94,239,API log
886177,ChatGPT,144,83,227,API log
886178,ChatGPT,141,90,231,API log
886178,ChatGPT,141,95,236,API log
886178,ChatGPT,139,103,242,API log
886178,ChatGPT,142,88,230,API log
886178,ChatGPT,140,108,248,API log
886178,ChatGPT,139,96,235,API log
886179,ChatGPT,137,86,223,API log
886179,ChatGPT,134,78,212,API log
886180,ChatGPT,134,73,207,API log
886180,ChatGPT,157,107,264,API log
886181,ChatGPT,157,117,274,API log
886182,ChatGPT,141,86,227,API log
886182,ChatGPT,137,105,242,API log
886182,ChatGPT,156,86,242,API log
886182,ChatGPT,139,85,224,API log
886182,ChatGPT,135,90,225,API log
886183,ChatGPT,137,88,225,API log
886184,ChatGPT,136,85,221,API log
886185,ChatGPT,139,89,228,API log
886185,ChatGPT,139,95,234,API log
886186,ChatGPT,138,97,235,API log
886186,ChatGPT,136,75,211,API log
886186,ChatGPT,140,94,234,API log
886187,ChatGPT,146,123,269,API log
886187,ChatGPT,138,148,286,API log
886187,ChatGPT,145,122,267,API log
886188,ChatGPT,149,84,233,API log
886188,ChatGPT,156,99,255,API log
886188,ChatGPT,152,79,231,API log
886188,ChatGPT,143,95,238,API log
886189,ChatGPT,135,95,230,API log
886189,ChatGPT,133,80,213,API log
886190,ChatGPT,133,79,212,API log
886191,ChatGPT,149,111,260,API log
886191,ChatGPT,154,110,264,API log
886192,ChatGPT,149,117,266,API log
886192,ChatGPT,164,92,256,API log
886192,ChatGPT,163,86,249,API log
886192,ChatGPT,164,81,245,API log
886193,ChatGPT,137,74,211,API log
886193,ChatGPT,136,112,248,API log
886193,ChatGPT,138,87,225,API log
886194,ChatGPT,147,90,237,API log
886196,ChatGPT,152,94,246,API log
886196,ChatGPT,147,85,232,API log
886196,ChatGPT,148,100,248,API log
886197,ChatGPT,140,92,232,API log
886197,ChatGPT,146,96,242,API log
886197,ChatGPT,145,80,225,API log
886198,ChatGPT,138,82,220,API log
886198,ChatGPT,135,83,218,API log
886198,ChatGPT,136,77,213,API log
886198,ChatGPT,146,84,230,API log
886198,ChatGPT,142,92,234,API log
886198,ChatGPT,140,93,233,API log
886199,ChatGPT,146,90,236,API log
886199,ChatGPT,144,97,241,API log
886200,ChatGPT,140,126,266,API log
886200,ChatGPT,136,98,234,API log
886200,ChatGPT,138,128,266,API log
886201,ChatGPT,141,82,223,API log
886201,ChatGPT,143,85,228,API log
886201,ChatGPT,140,87,227,API log
886205,ChatGPT,149,97,246,API log
886205,ChatGPT,128,200,328,API log
886205,ChatGPT,129,210,339,API log
886205,ChatGPT,128,197,325,API log
886206,ChatGPT,152,150,302,API log
886206,ChatGPT,147,90,237,API log
886206,ChatGPT,150,86,236,API log
886206,ChatGPT,138,103,241,API log
886206,ChatGPT,153,99,252,API log
886206,ChatGPT,147,76,223,API log
886208,ChatGPT,137,104,241,API log
886208,ChatGPT,135,84,219,API log
886208,ChatGPT,148,84,232,API log
886208,ChatGPT,144,86,230,API log
886208,ChatGPT,140,92,232,API log
886208,ChatGPT,138,98,236,API log
886209,ChatGPT,149,91,240,API log
886209,ChatGPT,150,89,239,API log
886209,ChatGPT,144,148,292,API log
886210,ChatGPT,149,92,241,API log
886210,ChatGPT,149,81,230,API log
886211,ChatGPT,136,69,205,API log
886211,ChatGPT,137,67,204,API log
886211,ChatGPT,135,74,209,API log
886212,ChatGPT,137,85,222,API log
886212,ChatGPT,143,80,223,API log
886212,ChatGPT,138,77,215,API log
886212,ChatGPT,136,86,222,API log
886213,ChatGPT,135,77,212,API log
886213,ChatGPT,134,82,216,API log
886213,ChatGPT,142,76,218,API log
886213,ChatGPT,135,96,231,API log
886213,ChatGPT,145,97,242,API log
886214,ChatGPT,152,82,234,API log
886214,ChatGPT,146,97,243,API log
886214,ChatGPT,143,80,223,API log
886215,ChatGPT,147,78,225,API log
886215,ChatGPT,146,89,235,API log
886215,ChatGPT,134,92,226,API log
886215,ChatGPT,134,82,216,API log
886215,ChatGPT,134,80,214,API log
886215,ChatGPT,135,86,221,API log
886216,ChatGPT,149,87,236,API log
886216,ChatGPT,145,86,231,API log
886216,ChatGPT,134,87,221,API log
886216,ChatGPT,135,75,210,API log
886216,ChatGPT,149,100,249,API log
886217,ChatGPT,148,80,228,API log
886217,ChatGPT,144,108,252,API log
886217,ChatGPT,148,107,255,API log
886218,ChatGPT,131,88,219,API log
886218,ChatGPT,131,101,232,API log
886218,ChatGPT,135,94,229,API log
886218,ChatGPT,150,115,265,API log
886219,ChatGPT,135,114,249,API log
886219,ChatGPT,133,192,325,API log
886219,ChatGPT,133,90,223,API log
886219,ChatGPT,150,108,258,API log
886219,ChatGPT,151,98,249,API log
886219,ChatGPT,136,101,237,API log
886219,ChatGPT,134,94,228,API log
886219,ChatGPT,149,89,238,API log
886219,ChatGPT,135,90,225,API log
886220,ChatGPT,153,105,258,API log
886220,ChatGPT,152,80,232,API log
886220,ChatGPT,158,88,246,API log
886221,ChatGPT,136,81,217,API log
886221,ChatGPT,138,99,237,API log
886221,ChatGPT,138,74,212,API log
886221,ChatGPT,138,79,217,API log
886221,ChatGPT,138,73,211,API log
886221,ChatGPT,136,84,220,API log
886221,ChatGPT,136,90,226,API log
886221,ChatGPT,136,72,208,API log
886222,ChatGPT,132,89,221,API log
886222,ChatGPT,131,77,208,API log
886222,ChatGPT,137,101,238,API log
886223,ChatGPT,135,88,223,API log
886223,ChatGPT,137,77,214,API log
886223,ChatGPT,147,109,256,API log
886223,ChatGPT,131,91,222,API log
886223,ChatGPT,152,99,251,API log
886223,ChatGPT,139,89,228,API log
886224,ChatGPT,133,100,233,API log
886224,ChatGPT,137,103,240,API log
886224,ChatGPT,145,96,241,API log
886224,ChatGPT,136,80,216,API log
886224,ChatGPT,134,84,218,API log
886225,ChatGPT,140,90,230,API log
886225,ChatGPT,136,95,231,API log
886225,ChatGPT,143,87,230,API log
886225,ChatGPT,144,76,220,API log
886225,ChatGPT,141,105,246,API log
886226,ChatGPT,146,97,243,API log
886226,ChatGPT,147,82,229,API log
886227,ChatGPT,140,79,219,API log
886227,ChatGPT,138,86,224,API log
886227,ChatGPT,142,109,251,API log
886227,ChatGPT,136,83,219,API log
886227,ChatGPT,134,79,213,API log
886227,ChatGPT,142,87,229,API log
886227,ChatGPT,134,90,224,API log
886228,ChatGPT,141,98,239,API log
886228,ChatGPT,142,92,234,API log
886229,ChatGPT,135,108,243,API log
886229,ChatGPT,132,91,223,API log
886229,ChatGPT,143,124,267,API log
886229,ChatGPT,137,117,254,API log
886229,ChatGPT,142,104,246,API log
886229,ChatGPT,143,93,236,API log
886229,ChatGPT,141,114,255,API log
886229,ChatGPT,137,100,237,API log
886230,ChatGPT,153,113,266,API log
886230,ChatGPT,139,77,216,API log
886230,ChatGPT,141,104,245,API log
886230,ChatGPT,141,69,210,API log
886230,ChatGPT,143,102,245,API log
886230,ChatGPT,143,84,227,API log
886231,ChatGPT,151,112,263,API log
886231,ChatGPT,140,105,245,API log
886231,ChatGPT,131,96,227,API log
886231,ChatGPT,146,91,237,API log
886231,ChatGPT,133,85,218,API log
886232,ChatGPT,134,94,228,API log
886232,ChatGPT,135,82,217,API log
886233,ChatGPT,148,97,245,API log
886233,ChatGPT,136,74,210,API log
886234,ChatGPT,139,92,231,API log
886234,ChatGPT,139,96,235,API log
886234,ChatGPT,157,100,257,API log
886234,ChatGPT,145,97,242,API log
886234,ChatGPT,147,87,234,API log
886234,ChatGPT,148,94,242,API log
886235,ChatGPT,155,96,251,API log
886235,ChatGPT,163,94,257,API log
886235,ChatGPT,164,92,256,API log
886235,ChatGPT,167,112,279,API log
886236,ChatGPT,137,145,282,API log
886236,ChatGPT,157,105,262,API log
886236,ChatGPT,143,168,311,API log
886236,ChatGPT,141,98,239,API log
886236,ChatGPT,146,105,251,API log
886236,ChatGPT,137,83,220,API log
886237,ChatGPT,139,114,253,API log
886237,ChatGPT,140,86,226,API log
886237,ChatGPT,138,110,248,API log
886238,ChatGPT,138,91,229,API log
886239,ChatGPT,145,105,250,API log
886239,ChatGPT,144,91,235,API log
886239,ChatGPT,151,104,255,API log
886239,ChatGPT,134,87,221,API log
886240,ChatGPT,149,93,242,API log
886240,ChatGPT,149,77,226,API log
886240,ChatGPT,136,79,215,API log
886240,ChatGPT,136,74,210,API log
886241,ChatGPT,136,98,234,API log
886241,ChatGPT,137,84,221,API log
886241,ChatGPT,136,98,234,API log
886241,ChatGPT,135,84,219,API log
886241,ChatGPT,144,81,225,API log
886241,ChatGPT,144,84,228,API log
886241,ChatGPT,149,70,219,API log
886241,ChatGPT,145,82,227,API log
886242,ChatGPT,141,90,231,API log
886242,ChatGPT,138,80,218,API log
886242,ChatGPT,138,89,227,API log
886243,ChatGPT,136,214,350,API log
886243,ChatGPT,136,76,212,API log
886243,ChatGPT,142,108,250,API log
886243,ChatGPT,133,78,211,API log
886243,ChatGPT,142,106,248,API log
886243,ChatGPT,137,88,225,API log
886243,ChatGPT,137,92,229,API log
886244,ChatGPT,137,92,229,API log
886244,ChatGPT,142,183,325,API log
886245,ChatGPT,141,95,236,API log
886246,ChatGPT,152,78,230,API log
886246,ChatGPT,131,96,227,API log
886246,ChatGPT,130,89,219,API log
886246,ChatGPT,143,125,268,API log
886246,ChatGPT,129,91,220,API log
886247,ChatGPT,135,91,226,API log
886247,ChatGPT,152,82,234,API log
886247,ChatGPT,153,104,257,API log
886247,ChatGPT,145,84,229,API log
886247,ChatGPT,144,113,257,API log
886247,ChatGPT,140,75,215,API log
886248,ChatGPT,143,92,235,API log
886248,ChatGPT,151,97,248,API log
886248,ChatGPT,142,74,216,API log
886248,ChatGPT,155,82,237,API log
886249,ChatGPT,159,103,262,API log
886250,ChatGPT,135,76,211,API log
886250,ChatGPT,134,100,234,API log
886250,ChatGPT,134,83,217,API log
886250,ChatGPT,133,104,237,API log
886250,ChatGPT,136,73,209,API log
886250,ChatGPT,133,85,218,API log
886251,ChatGPT,139,100,239,API log
886251,ChatGPT,141,75,216,API log
886251,ChatGPT,139,107,246,API log
886251,ChatGPT,140,119,259,API log
886252,ChatGPT,137,90,227,API log
886252,ChatGPT,135,98,233,API log
886252,ChatGPT,137,114,251,API log
886252,ChatGPT,154,107,261,API log
886252,ChatGPT,135,95,230,API log
886252,ChatGPT,137,77,214,API log
886252,ChatGPT,152,95,247,API log
886253,ChatGPT,134,95,229,API log
886253,ChatGPT,152,83,235,API log
886253,ChatGPT,132,102,234,API log
886254,ChatGPT,148,111,259,API log
886254,ChatGPT,137,102,239,API log
886254,ChatGPT,134,78,212,API log
886254,ChatGPT,146,78,224,API log
886254,ChatGPT,135,84,219,API log
886254,ChatGPT,137,114,251,API log
886254,ChatGPT,149,104,253,API log
886254,ChatGPT,135,100,235,API log
886255,ChatGPT,135,92,227,API log
886255,ChatGPT,131,84,215,API log
886256,ChatGPT,136,100,236,API log
886256,ChatGPT,138,86,224,API log
886256,ChatGPT,135,117,252,API log
886256,ChatGPT,135,93,228,API log
886257,ChatGPT,143,94,237,API log
886257,ChatGPT,141,100,241,API log
886257,ChatGPT,143,100,243,API log
886258,ChatGPT,141,93,234,API log
886258,ChatGPT,138,74,212,API log
886258,ChatGPT,139,98,237,API log
886258,ChatGPT,145,79,224,API log
886260,ChatGPT,140,82,222,API log
886260,ChatGPT,137,96,233,API log
886261,ChatGPT,156,112,268,API log
886261,ChatGPT,159,112,271,API log
886261,ChatGPT,138,69,207,API log
886261,ChatGPT,135,68,203,API log
886262,ChatGPT,139,88,227,API log
886262,ChatGPT,141,109,250,API log
886262,ChatGPT,158,97,255,API log
886262,ChatGPT,141,73,214,API log
886263,ChatGPT,139,92,231,API log
886264,ChatGPT,141,96,237,API log
886264,ChatGPT,145,100,245,API log
886264,ChatGPT,139,90,229,API log
886265,ChatGPT,137,113,250,API log
886265,ChatGPT,138,173,311,API log
886265,ChatGPT,161,128,289,API log
886265,ChatGPT,145,101,246,API log
886265,ChatGPT,156,83,239,API log
886265,ChatGPT,156,112,268,API log
886266,ChatGPT,137,89,226,API log
886267,ChatGPT,147,93,240,API log
886267,ChatGPT,136,87,223,API log
886268,ChatGPT,140,71,211,API log
886268,ChatGPT,139,87,226,API log
886268,ChatGPT,137,90,227,API log
886268,ChatGPT,141,95,236,API log
886268,ChatGPT,139,79,218,API log
886269,ChatGPT,136,88,224,API log
886269,ChatGPT,137,69,206,API log
886269,ChatGPT,137,94,231,API log
886270,ChatGPT,156,95,251,API log
886271,ChatGPT,153,80,233,API log
886271,ChatGPT,142,103,245,API log
886271,ChatGPT,157,84,241,API log
886272,ChatGPT,137,91,228,API log
886272,ChatGPT,137,90,227,API log
886272,ChatGPT,147,85,232,API log
886272,ChatGPT,144,110,254,API log
886273,ChatGPT,133,77,210,API log
886273,ChatGPT,133,94,227,API log
886273,ChatGPT,133,99,232,API log
886273,ChatGPT,135,82,217,API log
886274,ChatGPT,153,112,265,API log
886274,ChatGPT,153,113,266,API log
886274,ChatGPT,155,115,270,API log
886275,ChatGPT,140,76,216,API log
886275,ChatGPT,141,105,246,API log
886275,ChatGPT,142,93,235,API log
886275,ChatGPT,141,79,220,API log
886275,ChatGPT,136,104,240,API log
886276,ChatGPT,135,100,235,API log
886277,ChatGPT,142,99,241,API log
886277,ChatGPT,139,93,232,API log
886277,ChatGPT,137,89,226,API log
886278,ChatGPT,135,96,231,API log
886278,ChatGPT,136,110,246,API log
886278,ChatGPT,135,81,216,API log
886279,ChatGPT,134,92,226,API log
886279,ChatGPT,128,189,317,API log
886279,ChatGPT,131,95,226,API log
886280,ChatGPT,138,109,247,API log
886280,ChatGPT,136,88,224,API log
886280,ChatGPT,136,107,243,API log
886281,ChatGPT,136,84,220,API log
886281,ChatGPT,140,89,229,API log
886282,ChatGPT,135,111,246,API log
886282,ChatGPT,131,93,224,API log
886282,ChatGPT,136,72,208,API log
886282,ChatGPT,136,77,213,API log
886282,ChatGPT,139,108,247,API log
886283,ChatGPT,132,92,224,API log
886284,ChatGPT,130,86,216,API log
886285,ChatGPT,152,83,235,API log
886285,ChatGPT,152,94,246,API log
886285,ChatGPT,154,99,253,API log
886286,ChatGPT,144,102,246,API log
886286,ChatGPT,139,92,231,API log
886286,ChatGPT,136,94,230,API log
886287,ChatGPT,134,75,209,API log
886287,ChatGPT,141,92,233,API log
886288,ChatGPT,136,81,217,API log
886288,ChatGPT,142,117,259,API log
886289,ChatGPT,143,83,226,API log
886289,ChatGPT,140,100,240,API log
886289,ChatGPT,142,81,223,API log
886290,ChatGPT,151,116,267,API log
886290,ChatGPT,139,88,227,API log
886290,ChatGPT,142,83,225,API log
886291,ChatGPT,150,86,236,API log
886291,ChatGPT,142,78,220,API log
886291,ChatGPT,137,80,217,API log
886291,ChatGPT,151,94,245,API log
886291,ChatGPT,133,86,219,API log
886293,ChatGPT,144,112,256,API log
886294,ChatGPT,139,86,225,API log
886294,ChatGPT,139,187,326,API log
886295,ChatGPT,141,76,217,API log
886295,ChatGPT,131,76,207,API log
886295,ChatGPT,141,164,305,API log
886295,ChatGPT,142,97,239,API log
886296,ChatGPT,130,161,291,API log
886296,ChatGPT,141,81,222,API log
886296,ChatGPT,134,71,205,API log
886297,ChatGPT,142,84,226,API log
886297,ChatGPT,143,113,256,API log
886299,ChatGPT,135,84,219,API log
886300,ChatGPT,133,256,389,API log
886301,ChatGPT,138,81,219,API log
886301,ChatGPT,135,209,344,API log
886302,ChatGPT,134,89,223,API log
886303,ChatGPT,137,107,244,API log
886304,ChatGPT,138,78,216,API log
886304,ChatGPT,142,77,219,API log
886304,ChatGPT,139,83,222,API log
886305,ChatGPT,143,128,271,API log
886305,ChatGPT,140,84,224,API log
886305,ChatGPT,150,104,254,API log
886305,ChatGPT,139,94,233,API log
886306,ChatGPT,148,103,251,API log
886306,ChatGPT,151,97,248,API log
886307,ChatGPT,138,86,224,API log
886307,ChatGPT,138,87,225,API log
886307,ChatGPT,138,93,231,API log
886308,ChatGPT,153,102,255,API log
886308,ChatGPT,155,103,258,API log
886308,ChatGPT,152,89,241,API log
886309,ChatGPT,177,100,277,API log
886309,ChatGPT,162,103,265,API log
886310,ChatGPT,158,98,256,API log
886312,ChatGPT,133,109,242,API log
886313,ChatGPT,131,85,216,API log
886313,ChatGPT,133,90,223,API log
886313,ChatGPT,139,92,231,API log
886313,ChatGPT,143,93,236,API log
886314,ChatGPT,153,89,242,API log
886314,ChatGPT,153,78,231,API log
886314,ChatGPT,143,80,223,API log
886314,ChatGPT,154,95,249,API log
886315,ChatGPT,144,91,235,API log
886315,ChatGPT,143,86,229,API log
886315,ChatGPT,145,103,248,API log
886316,ChatGPT,140,98,238,API log
886316,ChatGPT,140,93,233,API log
886317,ChatGPT,144,71,215,API log
886317,ChatGPT,144,77,221,API log
886317,ChatGPT,138,102,240,API log
886318,ChatGPT,147,79,226,API log
886318,ChatGPT,143,119,262,API log
886318,ChatGPT,142,106,248,API log
886321,ChatGPT,143,71,214,API log
886321,ChatGPT,138,88,226,API log
886322,ChatGPT,144,100,244,API log
886322,ChatGPT,146,98,244,API log
886322,ChatGPT,139,86,225,API log
886322,ChatGPT,146,87,233,API log
886323,ChatGPT,146,91,237,API log
886323,ChatGPT,137,107,244,API log
886324,ChatGPT,138,110,248,API log
886326,ChatGPT,140,113,253,API log
886328,ChatGPT,142,66,208,API log
886329,ChatGPT,144,101,245,API log
886330,ChatGPT,144,92,236,API log
886330,ChatGPT,146,104,250,API log
886331,ChatGPT,151,101,252,API log
886332,ChatGPT,146,104,250,API log
886332,ChatGPT,147,100,247,API log
886332,ChatGPT,149,118,267,API log
886332,ChatGPT,146,93,239,API log
886333,ChatGPT,137,89,226,API log
886333,ChatGPT,137,96,233,API log
886333,ChatGPT,137,87,224,API log
886334,ChatGPT,136,84,220,API log
886334,ChatGPT,141,80,221,API log
886334,ChatGPT,138,86,224,API log
886335,ChatGPT,150,95,245,API log
886335,ChatGPT,147,98,245,API log
886335,ChatGPT,147,87,234,API log
886337,ChatGPT,141,74,215,API log
886337,ChatGPT,145,78,223,API log
886337,ChatGPT,141,89,230,API log
886337,ChatGPT,141,66,207,API log
886338,ChatGPT,154,73,227,API log
886338,ChatGPT,137,77,214,API log
886338,ChatGPT,139,89,228,API log
886338,ChatGPT,157,98,255,API log
886339,ChatGPT,154,97,251,API log
886340,ChatGPT,145,89,234,API log
886340,ChatGPT,146,103,249,API log
886340,ChatGPT,143,78,221,API log
886341,ChatGPT,132,86,218,API log
886341,ChatGPT,134,107,241,API log
886341,ChatGPT,136,91,227,API log
886343,ChatGPT,138,91,229,API log
886343,ChatGPT,136,99,235,API log
886344,ChatGPT,138,114,252,API log
886344,ChatGPT,139,75,214,API log
886345,ChatGPT,144,88,232,API log
886345,ChatGPT,137,84,221,API log
886345,ChatGPT,145,86,231,API log
886345,ChatGPT,138,109,247,API log
886346,ChatGPT,145,81,226,API log
886346,ChatGPT,151,83,234,API log
886347,ChatGPT,146,108,254,API log
886347,ChatGPT,150,85,235,API log
886347,ChatGPT,145,97,242,API log
886348,ChatGPT,145,107,252,API log
886348,ChatGPT,139,77,216,API log
886348,ChatGPT,138,77,215,API log
886348,ChatGPT,138,85,223,API log
886348,ChatGPT,145,184,329,API log
886349,ChatGPT,139,110,249,API log
886350,ChatGPT,142,99,241,API log
886350,ChatGPT,146,105,251,API log
886350,ChatGPT,142,95,237,API log
886350,ChatGPT,146,178,324,API log
886351,ChatGPT,146,113,259,API log
886351,ChatGPT,140,123,263,API log
886351,ChatGPT,140,101,241,API log
886352,ChatGPT,135,89,224,API log
886352,ChatGPT,144,83,227,API log
886353,ChatGPT,135,86,221,API log
886354,ChatGPT,135,94,229,API log
886354,ChatGPT,136,99,235,API log
886355,ChatGPT,131,83,214,API log
886355,ChatGPT,135,110,245,API log
886355,ChatGPT,137,94,231,API log
886355,ChatGPT,137,89,226,API log
886355,ChatGPT,134,88,222,API log
886356,ChatGPT,149,95,244,API log
886356,ChatGPT,147,79,226,API log
886356,ChatGPT,149,111,260,API log
886358,ChatGPT,137,77,214,API log
886358,ChatGPT,136,67,203,API log
886358,ChatGPT,136,87,223,API log
886359,ChatGPT,147,103,250,API log
886359,ChatGPT,135,91,226,API log
886359,ChatGPT,135,86,221,API log
886359,ChatGPT,136,74,210,API log
886360,ChatGPT,148,88,236,API log
886360,ChatGPT,155,88,243,API log
886361,ChatGPT,144,74,218,API log
886361,ChatGPT,147,105,252,API log
886362,ChatGPT,150,91,241,API log
886364,ChatGPT,143,90,233,API log
886365,ChatGPT,150,96,246,API log
886365,ChatGPT,147,105,252,API log
886365,ChatGPT,149,89,238,API log
886365,ChatGPT,149,72,221,API log
886366,ChatGPT,148,83,231,API log
886366,ChatGPT,151,87,238,API log
